Title,Trend_Label
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon",2
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon",0
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon",0
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon",0
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon",0
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon",0
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon",0
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon",0
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon",0
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon",0
"AbleGroup, Acme, AHB, Chin Hin Group Property, D&O, Dancomech, D’nonce, Eastland, EKA, G Neptune, Global Oriental, JKG, Marco, P.A., Pensonic, SMI, Zecon",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",2
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",1
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",1
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",1
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
"Ablegroup, Ann Joo, Bina Puri, Borneo Oil, Bursa, CME, Digistar, Fajarbaru, FGV, Fintec, Hubline, Johan, Kanger, Milux, Orion IXL, Niche Capital, Peterlabs, Public Bank, Puncak Niaga, SCGM, Sern Kou, Taliworks, United Plantations, XOX, YGL, Zelan",0
ABM Fujiya inks MoU with Chinese firm for battery manufacturing plant,0
"'Absurd' that Malaysia does not have LCCTs, says AirAsia chief Tony Fernandes",0
Abu Dhabi energy firm’s bid to annul RM46m claim against Sime Darby unit rejected,0
Abu Sahid no longer a substantial shareholder of Ipmuda,0
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",2
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",2
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",2
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",0
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",0
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",0
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",0
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",0
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",0
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",2
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",0
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",2
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",0
"Acme, AHB, Boustead Plantations, Chin Hin Group, GPA, Grand Hoover, IQ, MCE, Nova MSC, Pasukhas, PCCS, Rev Asia, Sycal, Symphony, Teck Guan",0
"ACME, Asiapac, MESB, Parlo, TFP, YLI",2
"ACME, Asiapac, MESB, Parlo, TFP, YLI",0
"ACME, Asiapac, MESB, Parlo, TFP, YLI",0
"ACME, Asiapac, MESB, Parlo, TFP, YLI",0
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT",0
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT",0
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT",0
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT",0
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT",2
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT",2
"Acme, Boilermech, Freight, HIL, Jaycorp, Jiankun, Mah Sing, Melati, Salcon, Tasco, Thong Guan, HPMT",0
"Acme, DPI, Samchem, Pelangi, Prolexus, Sinmah",0
"Acme, DPI, Samchem, Pelangi, Prolexus, Sinmah",0
"Acme, DPI, Samchem, Pelangi, Prolexus, Sinmah",2
Acme inks collaboration to manufacture hardware devices for AI,0
Acme proposes one-for-four bonus warrants; to raise up to RM22m to buy Penang land,0
Acme says in 'exploratory stage' with Skymind on AI JV in response to UMA query,0
Acoustech disposes of Johor land for RM6.4m,0
Acoustech plans to raise up to RM80m via RCPS,0
"Actress, entrepreneur Neelofa resigns as AirAsia Group director",0
Adisorn Sermchaiwong is CIMB Thai's new CEO,0
Advance Synergy to buy back resort hotel for RM23m,0
Advance Synergy disposes of land in Switzerland for RM27m,0
"Advance Synergy to sell office, factory in Shah Alam for RM124m",0
Advance Synergy’s Indonesian unit offered RM1.66m out-of-court settlement,2
